frame,condition,region,pixel_frac,mean_w,min_w,frac_w_lt_0p99,frac_w_lt_0p95,frac_w_lt_0p90,mean_abs_st_minus_mono
0039:0038,frost,nonsky,1.0,0.9999123215675354,0.9988560080528259,0.0,0.0,0.0,29.119762420654297
0039:0038,frost,textureless,4.822530864197531e-06,0.9999340176582336,0.9999274611473083,0.0,0.0,0.0,14.881250381469727
0039:0038,frost,textured,0.9999951774691358,0.9999123215675354,0.9988560080528259,0.0,0.0,0.0,29.11981964111328
0039:0038,snow,all,1.0,0.9997127056121826,0.9981512427330017,0.0,0.0,0.0,22.577407836914062
0039:0038,snow,valid,1.0,0.9997127056121826,0.9981512427330017,0.0,0.0,0.0,22.577407836914062
0039:0038,snow,nonsky,1.0,0.9997127056121826,0.9981512427330017,0.0,0.0,0.0,22.577407836914062
0039:0038,snow,textureless,2.845293209876543e-05,0.999964714050293,0.9997873306274414,0.0,0.0,0.0,44.01787567138672
0039:0038,snow,textured,0.9999715470679013,0.9997126460075378,0.9981512427330017,0.0,0.0,0.0,22.576797485351562
0039:0051,clean,all,1.0,0.9999016523361206,0.9981805086135864,0.0,0.0,0.0,6.370803356170654
0039:0051,clean,valid,0.9999995177469135,0.9999016523361206,0.9981805086135864,0.0,0.0,0.0,6.370805740356445
0039:0051,clean,nonsky,0.9999995177469135,0.9999016523361206,0.9981805086135864,0.0,0.0,0.0,6.370805740356445
0039:0051,clean,textureless,0.004171971450617284,0.9999868869781494,0.9996538758277893,0.0,0.0,0.0,10.974716186523438
0039:0051,clean,textured,0.9958280285493827,0.9999013543128967,0.9981805086135864,0.0,0.0,0.0,6.35151481628418
0039:0051,fog,all,1.0,0.9998533725738525,0.998130738735199,0.0,0.0,0.0,3.096376419067383
0039:0051,fog,valid,0.9999995177469135,0.9998533725738525,0.998130738735199,0.0,0.0,0.0,3.09637713432312
0039:0051,fog,nonsky,0.9999995177469135,0.9998533725738525,0.998130738735199,0.0,0.0,0.0,3.09637713432312
0039:0051,fog,textureless,0.18278211805555555,0.9998745322227478,0.9984471201896667,0.0,0.0,0.0,2.3035058975219727
0039:0051,fog,textured,0.8172178819444444,0.9998481869697571,0.998130738735199,0.0,0.0,0.0,3.273714303970337
0039:0051,frost,all,1.0,0.9998556971549988,0.9980753660202026,0.0,0.0,0.0,21.128171920776367
0039:0051,frost,valid,0.9999995177469135,0.9998556971549988,0.9980753660202026,0.0,0.0,0.0,21.12818717956543
0039:0051,frost,nonsky,0.9999995177469135,0.9998556971549988,0.9980753660202026,0.0,0.0,0.0,21.12818717956543
0039:0051,frost,textureless,0.008381558641975309,0.9998207688331604,0.9986112713813782,0.0,0.0,0.0,18.57103729248047
0039:0051,frost,textured,0.9916184413580247,0.9998564720153809,0.9980753660202026,0.0,0.0,0.0,21.149791717529297
0039:0051,snow,all,1.0,0.9997067451477051,0.9982157945632935,0.0,0.0,0.0,15.252727508544922
0039:0051,snow,valid,0.9999995177469135,0.9997067451477051,0.9982157945632935,0.0,0.0,0.0,15.252737045288086
0039:0051,snow,nonsky,0.9999995177469135,0.9997067451477051,0.9982157945632935,0.0,0.0,0.0,15.252737045288086
0039:0051,snow,textureless,1.253858024691358e-05,0.999710202217102,0.9991850852966309,0.0,0.0,0.0,5.955228328704834
0039:0051,snow,textured,0.999987461419753,0.9997068047523499,0.9982157945632935,0.0,0.0,0.0,15.252845764160156
0039:0063,clean,all,1.0,0.9999019503593445,0.9981544017791748,0.0,0.0,0.0,6.24822998046875
0039:0063,clean,valid,1.0,0.9999019503593445,0.9981544017791748,0.0,0.0,0.0,6.24822998046875
0039:0063,clean,nonsky,1.0,0.9999019503593445,0.9981544017791748,0.0,0.0,0.0,6.24822998046875
0039:0063,clean,textureless,0.004308931327160494,0.9999859929084778,0.9995366334915161,0.0,0.0,0.0,12.110258102416992
0039:0063,clean,textured,0.9956910686728395,0.9999014735221863,0.9981544017791748,0.0,0.0,0.0,6.222859859466553
0039:0063,fog,all,1.0,0.9998266100883484,0.993931770324707,0.0,0.0,0.0,3.1941356658935547
0039:0063,fog,valid,1.0,0.9998266100883484,0.993931770324707,0.0,0.0,0.0,3.1941356658935547
0039:0063,fog,nonsky,1.0,0.9998266100883484,0.993931770324707,0.0,0.0,0.0,3.1941356658935547
0039:0063,fog,textureless,0.18194203317901234,0.9997346997261047,0.993931770324707,0.0,0.0,0.0,2.6622543334960938
0039:0063,fog,textured,0.8180579668209876,0.9998469352722168,0.998119056224823,0.0,0.0,0.0,3.3124303817749023
0039:0063,frost,all,1.0,0.9992132782936096,0.9977836608886719,0.0,0.0,0.0,2.545957565307617
0039:0063,frost,valid,1.0,0.9992132782936096,0.9977836608886719,0.0,0.0,0.0,2.545957565307617
0039:0063,frost,nonsky,1.0,0.9992132782936096,0.9977836608886719,0.0,0.0,0.0,2.545957565307617
0039:0063,frost,textureless,1.54320987654321e-05,0.9992108345031738,0.9991068243980408,0.0,0.0,0.0,2.96893310546875
0039:0063,frost,textured,0.9999845679012346,0.9992132186889648,0.9977836608886719,0.0,0.0,0.0,2.5459489822387695
0039:0063,snow,all,1.0,0.9996144771575928,0.9979347586631775,0.0,0.0,0.0,17.723703384399414
0039:0063,snow,valid,1.0,0.9996144771575928,0.9979347586631775,0.0,0.0,0.0,17.723703384399414
0039:0063,snow,nonsky,1.0,0.9996144771575928,0.9979347586631775,0.0,0.0,0.0,17.723703384399414
0039:0063,snow,textureless,2.507716049382716e-05,0.9996880888938904,0.9993520975112915,0.0,0.0,0.0,11.545259475708008
0039:0063,snow,textured,0.9999749228395062,0.9996146559715271,0.9979347586631775,0.0,0.0,0.0,17.72385025024414
0039:0076,clean,all,1.0,0.9999040365219116,0.9981108903884888,0.0,0.0,0.0,5.926461696624756
0039:0076,clean,valid,1.0,0.9999040365219116,0.9981108903884888,0.0,0.0,0.0,5.926461696624756
0039:0076,clean,nonsky,1.0,0.9999040365219116,0.9981108903884888,0.0,0.0,0.0,5.926461696624756
0039:0076,clean,textureless,0.004383198302469136,0.9999752640724182,0.9994655251502991,0.0,0.0,0.0,10.117855072021484
0039:0076,clean,textured,0.9956168016975309,0.9999035000801086,0.9981108903884888,0.0,0.0,0.0,5.908007621765137
0039:0076,fog,all,1.0,0.9998356699943542,0.9943782091140747,0.0,0.0,0.0,2.836092710494995
0039:0076,fog,valid,1.0,0.9998356699943542,0.9943782091140747,0.0,0.0,0.0,2.836092710494995
0039:0076,fog,nonsky,1.0,0.9998356699943542,0.9943782091140747,0.0,0.0,0.0,2.836092710494995
0039:0076,fog,textureless,0.1811033950617284,0.9997795820236206,0.9943782091140747,0.0,0.0,0.0,1.6531152725219727
0039:0076,fog,textured,0.8188966049382717,0.9998483061790466,0.9978390336036682,0.0,0.0,0.0,3.097715139389038
0039:0076,frost,all,1.0,0.9993774890899658,0.9980612993240356,0.0,0.0,0.0,2.7145302295684814
0039:0076,frost,valid,1.0,0.9993774890899658,0.9980612993240356,0.0,0.0,0.0,2.7145302295684814
0039:0076,frost,nonsky,1.0,0.9993774890899658,0.9980612993240356,0.0,0.0,0.0,2.7145302295684814
0039:0076,frost,textureless,2.507716049382716e-05,0.9994433522224426,0.9994146823883057,0.0,0.0,0.0,4.169095516204834
0039:0076,frost,textured,0.9999749228395062,0.9993772506713867,0.9980612993240356,0.0,0.0,0.0,2.714494466781616
0039:0076,snow,all,1.0,0.9996371269226074,0.9981130957603455,0.0,0.0,0.0,10.730023384094238
0039:0076,snow,valid,1.0,0.9996371269226074,0.9981130957603455,0.0,0.0,0.0,10.730023384094238
0039:0076,snow,nonsky,1.0,0.9996371269226074,0.9981130957603455,0.0,0.0,0.0,10.730023384094238
0039:0076,snow,textureless,2.3148148148148147e-05,0.9995472431182861,0.9993380308151245,0.0,0.0,0.0,4.8614501953125
0039:0076,snow,textured,0.9999768518518518,0.999636709690094,0.9981130957603455,0.0,0.0,0.0,10.730158805847168
0045:0001,clean,all,1.0,0.9992272257804871,0.991969645023346,0.0,0.0,0.0,9.434700965881348
0045:0001,clean,valid,1.0,0.9992272257804871,0.991969645023346,0.0,0.0,0.0,9.434700965881348
0045:0001,clean,sky,0.4196677276234568,0.998299241065979,0.991969645023346,0.0,0.0,0.0,6.346675872802734
0045:0001,clean,nonsky,0.5803322723765432,0.9998988509178162,0.9956275820732117,0.0,0.0,0.0,11.667803764343262
0045:0001,clean,textureless,0.2499975887345679,0.9972871541976929,0.991969645023346,0.0,0.0,0.0,1.597641110420227
0045:0001,clean,textured,0.7500024112654321,0.9998738169670105,0.9934183955192566,0.0,0.0,0.0,12.047019004821777
0045:0001,fog,all,1.0,0.9985195398330688,0.9930485486984253,0.0,0.0,0.0,23.003032684326172
0045:0001,fog,valid,1.0,0.9985195398330688,0.9930485486984253,0.0,0.0,0.0,23.003032684326172
0045:0001,fog,sky,0.4196677276234568,0.9965725541114807,0.9930485486984253,0.0,0.0,0.0,1.7383369207382202
0045:0001,fog,nonsky,0.5803322723765432,0.9999279379844666,0.9976128339767456,0.0,0.0,0.0,38.38060760498047
0045:0001,fog,textureless,0.4788319830246914,0.9970461130142212,0.9930485486984253,0.0,0.0,0.0,5.217700958251953
0045:0001,fog,textured,0.5211680169753087,0.9998734593391418,0.9943674206733704,0.0,0.0,0.0,39.343605041503906
0045:0001,frost,all,1.0,0.9998494386672974,0.9985970258712769,0.0,0.0,0.0,20.96719741821289
0045:0001,frost,valid,1.0,0.9998494386672974,0.9985970258712769,0.0,0.0,0.0,20.96719741821289
0045:0001,frost,sky,0.4196677276234568,0.9998565316200256,0.9989078640937805,0.0,0.0,0.0,32.69288635253906
0045:0001,frost,nonsky,0.5803322723765432,0.9998436570167542,0.9985970258712769,0.0,0.0,0.0,12.487751960754395
0045:0001,frost,textureless,0.0017091049382716049,0.9997797608375549,0.9991806149482727,0.0,0.0,0.0,21.52839469909668
0045:0001,frost,textured,0.9982908950617284,0.9998494982719421,0.9985970258712769,0.0,0.0,0.0,20.966228485107422
0045:0001,snow,all,1.0,0.9995960593223572,0.9960086941719055,0.0,0.0,0.0,14.664868354797363
0045:0001,snow,valid,1.0,0.9995960593223572,0.9960086941719055,0.0,0.0,0.0,14.664868354797363
0045:0001,snow,sky,0.4196677276234568,0.9991902112960815,0.9960086941719055,0.0,0.0,0.0,9.217761993408203
0045:0001,snow,nonsky,0.5803322723765432,0.9998896718025208,0.9980781078338623,0.0,0.0,0.0,18.603954315185547
0045:0001,snow,textureless,0.015870466820987653,0.9987959265708923,0.9960086941719055,0.0,0.0,0.0,8.545506477355957
0045:0001,snow,textured,0.9841295331790123,0.9996088147163391,0.9960622191429138,0.0,0.0,0.0,14.763558387756348
0045:0033,clean,all,1.0,0.9991639256477356,0.9915193915367126,0.0,0.0,0.0,9.054768562316895
0045:0033,clean,valid,1.0,0.9991639256477356,0.9915193915367126,0.0,0.0,0.0,9.054768562316895
0045:0033,clean,sky,0.44905285493827163,0.998262882232666,0.9915193915367126,0.0,0.0,0.0,5.437076568603516
0045:0033,clean,nonsky,0.5509471450617284,0.9998985528945923,0.9954659342765808,0.0,0.0,0.0,12.00339412689209
0045:0033,clean,textureless,0.2526104359567901,0.9970489144325256,0.9915193915367126,0.0,0.0,0.0,0.613310694694519
0045:0033,clean,textured,0.7473895640432099,0.9998782873153687,0.9951577186584473,0.0,0.0,0.0,11.90789794921875
0045:0033,fog,all,1.0,0.9987185597419739,0.9928069710731506,0.0,0.0,0.0,20.094802856445312
0045:0033,fog,valid,1.0,0.9987185597419739,0.9928069710731506,0.0,0.0,0.0,20.094802856445312
0045:0033,fog,sky,0.44905285493827163,0.9972535371780396,0.9928069710731506,0.0,0.0,0.0,1.7111248970031738
0045:0033,fog,nonsky,0.5509471450617284,0.9999122619628906,0.9965466260910034,0.0,0.0,0.0,35.07853317260742
0045:0033,fog,textureless,0.474291087962963,0.9974673986434937,0.9928069710731506,0.0,0.0,0.0,3.6405258178710938
0045:0033,fog,textured,0.5257089120370371,0.9998471736907959,0.9942144155502319,0.0,0.0,0.0,34.939754486083984
0045:0033,frost,all,1.0,0.9997841119766235,0.9984618425369263,0.0,0.0,0.0,14.06037425994873
0045:0033,frost,valid,1.0,0.9997841119766235,0.9984618425369263,0.0,0.0,0.0,14.06037425994873
0045:0033,frost,sky,0.44905285493827163,0.9997696280479431,0.9984618425369263,0.0,0.0,0.0,21.267702102661133
0045:0033,frost,nonsky,0.5509471450617284,0.9997959136962891,0.9989180564880371,0.0,0.0,0.0,8.18600082397461
0045:0033,frost,textureless,0.0005516975308641975,0.9996830821037292,0.9992293119430542,0.0,0.0,0.0,15.838430404663086
0045:0033,frost,textured,0.9994483024691359,0.9997841715812683,0.9984618425369263,0.0,0.0,0.0,14.059388160705566
0045:0033,snow,all,1.0,0.9993622303009033,0.9960359930992126,0.0,0.0,0.0,8.81096076965332
0045:0033,snow,valid,1.0,0.9993622303009033,0.9960359930992126,0.0,0.0,0.0,8.81096076965332
0045:0033,snow,sky,0.44905285493827163,0.9987878203392029,0.9960359930992126,0.0,0.0,0.0,3.611678123474121
0045:0033,snow,nonsky,0.5509471450617284,0.9998299479484558,0.9973118901252747,0.0,0.0,0.0,13.048665046691895
0045:0033,snow,textureless,0.015218460648148148,0.998383104801178,0.9960924386978149,0.0,0.0,0.0,1.9517710208892822
0045:0033,snow,textured,0.9847815393518519,0.9993769526481628,0.9960359930992126,0.0,0.0,0.0,8.916962623596191
0045:0066,clean,all,1.0,0.9991755485534668,0.9919143319129944,0.0,0.0,0.0,9.209962844848633
0045:0066,clean,valid,1.0,0.9991755485534668,0.9919143319129944,0.0,0.0,0.0,9.209962844848633
0045:0066,clean,sky,0.4617867476851852,0.9983207583427429,0.9919143319129944,0.0,0.0,0.0,4.09501314163208
0045:0066,clean,nonsky,0.5382132523148148,0.9999082684516907,0.9972729086875916,0.0,0.0,0.0,13.598589897155762
0045:0066,clean,textureless,0.2606500771604938,0.99714595079422,0.9919143319129944,0.0,0.0,0.0,0.38654083013534546
0045:0066,clean,textured,0.7393499228395062,0.9998903274536133,0.9960395693778992,0.0,0.0,0.0,12.320569038391113
0045:0066,fog,all,1.0,0.9985731840133667,0.9908096790313721,0.0,0.0,0.0,17.988021850585938
0045:0066,fog,valid,1.0,0.9985731840133667,0.9908096790313721,0.0,0.0,0.0,17.988021850585938
0045:0066,fog,sky,0.4617867476851852,0.997020959854126,0.9908096790313721,0.0,0.0,0.0,2.999570608139038
0045:0066,fog,nonsky,0.5382132523148148,0.9999040365219116,0.9930164217948914,0.0,0.0,0.0,30.848119735717773
0045:0066,fog,textureless,0.4803616898148148,0.9972317218780518,0.9908096790313721,0.0,0.0,0.0,4.9171600341796875
0045:0066,fog,textured,0.5196383101851851,0.9998121857643127,0.9919368624687195,0.0,0.0,0.0,30.07093048095703
0045:0066,frost,all,1.0,0.9998397827148438,0.9989553689956665,0.0,0.0,0.0,20.349811553955078
0045:0066,frost,valid,1.0,0.9998397827148438,0.9989553689956665,0.0,0.0,0.0,20.349811553955078
0045:0066,frost,sky,0.4617867476851852,0.9998826384544373,0.9989821910858154,0.0,0.0,0.0,33.98796463012695
0045:0066,frost,nonsky,0.5382132523148148,0.9998028874397278,0.9989553689956665,0.0,0.0,0.0,8.648283958435059
0045:0066,frost,textureless,0.0017963927469135802,0.9999202489852905,0.9991539716720581,0.0,0.0,0.0,36.375404357910156
0045:0066,frost,textured,0.9982036072530864,0.9998396039009094,0.9989553689956665,0.0,0.0,0.0,20.320972442626953
0045:0066,snow,all,1.0,0.9994952082633972,0.9969024062156677,0.0,0.0,0.0,6.841127872467041
0045:0066,snow,valid,1.0,0.9994952082633972,0.9969024062156677,0.0,0.0,0.0,6.841127872467041
0045:0066,snow,sky,0.4617867476851852,0.999090850353241,0.9969024062156677,0.0,0.0,0.0,4.019038677215576
0045:0066,snow,nonsky,0.5382132523148148,0.9998424053192139,0.997859537601471,0.0,0.0,0.0,9.262474060058594
0045:0066,snow,textureless,0.016781925154320986,0.9988099932670593,0.9969541430473328,0.0,0.0,0.0,1.1669096946716309
0045:0066,snow,textured,0.983218074845679,0.9995068311691284,0.9969024062156677,0.0,0.0,0.0,6.937978267669678
0045:0099,clean,all,1.0,0.9991846680641174,0.9922116994857788,0.0,0.0,0.0,9.62893009185791
0045:0099,clean,valid,1.0,0.9991846680641174,0.9922116994857788,0.0,0.0,0.0,9.62893009185791
0045:0099,clean,sky,0.47347752700617285,0.9983717203140259,0.9922116994857788,0.0,0.0,0.0,2.9165632724761963
0045:0099,clean,nonsky,0.5265224729938272,0.9999144673347473,0.9966446161270142,0.0,0.0,0.0,15.665043830871582
0045:0099,clean,textureless,0.26935185185185184,0.9972547292709351,0.9922116994857788,0.0,0.0,0.0,0.386281818151474
0045:0099,clean,textured,0.7306481481481482,0.9998955726623535,0.9948630332946777,0.0,0.0,0.0,13.03620433807373
0045:0099,fog,all,1.0,0.9982748627662659,0.9921003580093384,0.0,0.0,0.0,12.720563888549805
0045:0099,fog,valid,1.0,0.9982748627662659,0.9921003580093384,0.0,0.0,0.0,12.720563888549805
0045:0099,fog,sky,0.47347752700617285,0.9964752197265625,0.9921003580093384,0.0,0.0,0.0,1.4922124147415161
0045:0099,fog,nonsky,0.5265224729938272,0.9998931884765625,0.9943656921386719,0.0,0.0,0.0,22.817691802978516
0045:0099,fog,textureless,0.49411988811728397,0.996711015701294,0.9921003580093384,0.0,0.0,0.0,3.3364968299865723
0045:0099,fog,textured,0.5058801118827161,0.9998021721839905,0.9923612475395203,0.0,0.0,0.0,21.886472702026367
0045:0099,frost,all,1.0,0.9996958374977112,0.9980144500732422,0.0,0.0,0.0,16.401947021484375
0045:0099,frost,valid,1.0,0.9996958374977112,0.9980144500732422,0.0,0.0,0.0,16.401947021484375
0045:0099,frost,sky,0.47347752700617285,0.9994897246360779,0.9980144500732422,0.0,0.0,0.0,6.233790397644043
0045:0099,frost,nonsky,0.5265224729938272,0.9998817443847656,0.998452365398407,0.0,0.0,0.0,25.545703887939453
0045:0099,frost,textureless,0.0004224537037037037,0.9992019534111023,0.9984062314033508,0.0,0.0,0.0,5.727622032165527
0045:0099,frost,textured,0.9995775462962962,0.9996962547302246,0.9980144500732422,0.0,0.0,0.0,16.40645408630371
0045:0099,snow,all,1.0,0.999584436416626,0.9968577027320862,0.0,0.0,0.0,7.68137264251709
0045:0099,snow,valid,1.0,0.999584436416626,0.9968577027320862,0.0,0.0,0.0,7.68137264251709
0045:0099,snow,sky,0.47347752700617285,0.9992923736572266,0.9968577027320862,0.0,0.0,0.0,4.6679887771606445
0045:0099,snow,nonsky,0.5265224729938272,0.9998464584350586,0.9977144598960876,0.0,0.0,0.0,10.391169548034668
0045:0099,snow,textureless,0.016825327932098764,0.9989930987358093,0.9969351887702942,0.0,0.0,0.0,0.6199339628219604
0045:0099,snow,textured,0.9831746720679012,0.9995946288108826,0.9968577027320862,0.0,0.0,0.0,7.802216053009033
0045:0131,clean,all,1.0,0.9991784691810608,0.9919053316116333,0.0,0.0,0.0,8.453619956970215
0045:0131,clean,valid,0.9999995177469135,0.9991784691810608,0.9919053316116333,0.0,0.0,0.0,8.45362377166748
0045:0131,clean,sky,0.48008005401234566,0.9983822703361511,0.9919053316116333,0.0,0.0,0.0,2.3223843574523926
0045:0131,clean,nonsky,0.5199194637345679,0.9999145269393921,0.9970617294311523,0.0,0.0,0.0,14.1150484085083
0045:0131,clean,textureless,0.2771368634259259,0.9973059296607971,0.9919053316116333,0.0,0.0,0.0,0.42776134610176086
0045:0131,clean,textured,0.7228631365740741,0.9998963475227356,0.9967100620269775,0.0,0.0,0.0,11.53063678741455
0045:0131,fog,all,1.0,0.998999297618866,0.9930272102355957,0.0,0.0,0.0,11.732590675354004
0045:0131,fog,valid,0.9999995177469135,0.9989993572235107,0.9930272102355957,0.0,0.0,0.0,11.732595443725586
0045:0131,fog,sky,0.48008005401234566,0.9980381727218628,0.9930272102355957,0.0,0.0,0.0,2.156205892562866
0045:0131,fog,nonsky,0.5199194637345679,0.9998875260353088,0.9949042201042175,0.0,0.0,0.0,20.57518768310547
0045:0131,fog,textureless,0.4941208526234568,0.998153030872345,0.9930272102355957,0.0,0.0,0.0,3.2852675914764404
0045:0131,fog,textured,0.5058791473765432,0.9998263716697693,0.9943610429763794,0.0,0.0,0.0,19.983577728271484
0045:0131,frost,all,1.0,0.9997532367706299,0.997613787651062,0.0,0.0,0.0,10.881875038146973
0045:0131,frost,valid,0.9999995177469135,0.9997531771659851,0.997613787651062,0.0,0.0,0.0,10.881864547729492
0045:0131,frost,sky,0.48008005401234566,0.999655544757843,0.997613787651062,0.0,0.0,0.0,11.997339248657227
0045:0131,frost,nonsky,0.5199194637345679,0.9998431205749512,0.997694730758667,0.0,0.0,0.0,9.851863861083984
0045:0131,frost,textureless,0.19082899305555556,0.9994943141937256,0.9978298544883728,0.0,0.0,0.0,6.421927452087402
0045:0131,frost,textured,0.8091710069444444,0.9998140335083008,0.997613787651062,0.0,0.0,0.0,11.93367862701416
0045:0131,snow,all,1.0,0.999366283416748,0.996467649936676,0.0,0.0,0.0,7.9901275634765625
0045:0131,snow,valid,0.9999995177469135,0.999366283416748,0.996467649936676,0.0,0.0,0.0,7.990134239196777
0045:0131,snow,sky,0.48008005401234566,0.998831570148468,0.996467649936676,0.0,0.0,0.0,2.775707244873047
0045:0131,snow,nonsky,0.5199194637345679,0.9998599290847778,0.9976747035980225,0.0,0.0,0.0,12.8049955368042
0045:0131,snow,textureless,0.01747685185185185,0.9989112019538879,0.9966748356819153,0.0,0.0,0.0,1.1458995342254639
0045:0131,snow,textured,0.9825231481481481,0.9993746876716614,0.996467649936676,0.0,0.0,0.0,8.111871719360352
0045:0164,clean,all,1.0,0.9991771578788757,0.9919695258140564,0.0,0.0,0.0,8.530949592590332
0045:0164,clean,valid,0.9999995177469135,0.9991771578788757,0.9919695258140564,0.0,0.0,0.0,8.530943870544434
0045:0164,clean,sky,0.48366657021604936,0.9983835220336914,0.9919695258140564,0.0,0.0,0.0,2.072262763977051
0045:0164,clean,nonsky,0.5163329475308642,0.9999202489852905,0.9972243309020996,0.0,0.0,0.0,14.581011772155762
0045:0164,clean,textureless,0.27687114197530865,0.9972947835922241,0.9919695258140564,0.0,0.0,0.0,0.3797401487827301
0045:0164,clean,textured,0.7231288580246914,0.9998975396156311,0.9955881834030151,0.0,0.0,0.0,11.65187931060791
0045:0164,fog,all,1.0,0.9988932013511658,0.9914581179618835,0.0,0.0,0.0,18.894149780273438
0045:0164,fog,valid,0.9999995177469135,0.9988932013511658,0.9914581179618835,0.0,0.0,0.0,18.89415740966797
0045:0164,fog,sky,0.48366657021604936,0.9978375434875488,0.9914581179618835,0.0,0.0,0.0,11.566547393798828
0045:0164,fog,nonsky,0.5163329475308642,0.9998816251754761,0.9940308332443237,0.0,0.0,0.0,25.75817108154297
0045:0164,fog,textureless,0.4948992091049383,0.9979865550994873,0.9914581179618835,0.0,0.0,0.0,12.751709938049316
0045:0164,fog,textured,0.5051007908950618,0.9997811317443848,0.9931753277778625,0.0,0.0,0.0,24.91254425048828
0045:0164,frost,all,1.0,0.9997305870056152,0.9975453615188599,0.0,0.0,0.0,11.971449851989746
0045:0164,frost,valid,0.9999995177469135,0.9997305870056152,0.9975453615188599,0.0,0.0,0.0,11.971454620361328
0045:0164,frost,sky,0.48366657021604936,0.9996007680892944,0.9975453615188599,0.0,0.0,0.0,11.483053207397461
0045:0164,frost,nonsky,0.5163329475308642,0.9998520612716675,0.9988778829574585,0.0,0.0,0.0,12.428951263427734
0045:0164,frost,textureless,0.18304542824074074,0.9993588924407959,0.9975453615188599,0.0,0.0,0.0,5.776790142059326
0045:0164,frost,textured,0.8169545717592592,0.9998137354850769,0.9980737566947937,0.0,0.0,0.0,13.359418869018555
0045:0164,snow,all,1.0,0.9994686245918274,0.9971542954444885,0.0,0.0,0.0,8.502230644226074
0045:0164,snow,valid,0.9999995177469135,0.9994686245918274,0.9971542954444885,0.0,0.0,0.0,8.50223445892334
0045:0164,snow,sky,0.48366657021604936,0.9990453124046326,0.9971542954444885,0.0,0.0,0.0,3.6815168857574463
0045:0164,snow,nonsky,0.5163329475308642,0.9998655319213867,0.9978392124176025,0.0,0.0,0.0,13.017963409423828
0045:0164,snow,textureless,0.017820698302469136,0.9991021156311035,0.9972162246704102,0.0,0.0,0.0,1.0548175573349
0045:0164,snow,textured,0.9821793016975309,0.9994750618934631,0.9971542954444885,0.0,0.0,0.0,8.637359619140625
0045:0197,clean,all,1.0,0.9988804459571838,0.9924769401550293,0.0,0.0,0.0,12.975558280944824
0045:0197,clean,valid,1.0,0.9988804459571838,0.9924769401550293,0.0,0.0,0.0,12.975558280944824
0045:0197,clean,sky,0.4473615933641975,0.9975920915603638,0.9924769401550293,0.0,0.0,0.0,4.4059271812438965
0045:0197,clean,nonsky,0.5526384066358024,0.9999229907989502,0.997596263885498,0.0,0.0,0.0,19.912689208984375
0045:0197,clean,textureless,0.2758376736111111,0.9962049126625061,0.9924769401550293,0.0,0.0,0.0,1.2074902057647705
0045:0197,clean,textured,0.7241623263888889,0.9998992681503296,0.9939175248146057,0.0,0.0,0.0,17.458086013793945
0045:0197,fog,all,1.0,0.9986526370048523,0.9916959404945374,0.0,0.0,0.0,26.296611785888672
0045:0197,fog,valid,1.0,0.9986526370048523,0.9916959404945374,0.0,0.0,0.0,26.296611785888672
0045:0197,fog,sky,0.4473615933641975,0.9971513152122498,0.9916959404945374,0.0,0.0,0.0,18.615005493164062
0045:0197,fog,nonsky,0.5526384066358024,0.9998680949211121,0.9958747625350952,0.0,0.0,0.0,32.514862060546875
0045:0197,fog,textureless,0.5145674189814815,0.9975728988647461,0.9916959404945374,0.0,0.0,0.0,20.474040985107422
0045:0197,fog,textured,0.4854325810185185,0.9997970461845398,0.9917386174201965,0.0,0.0,0.0,32.46862030029297
0045:0197,frost,all,1.0,0.9998260140419006,0.9978757500648499,0.0,0.0,0.0,17.339282989501953
0045:0197,frost,valid,1.0,0.9998260140419006,0.9978757500648499,0.0,0.0,0.0,17.339282989501953
0045:0197,frost,sky,0.4473615933641975,0.9997832179069519,0.9978757500648499,0.0,0.0,0.0,20.883621215820312
0045:0197,frost,nonsky,0.5526384066358024,0.9998607039451599,0.9986536502838135,0.0,0.0,0.0,14.470141410827637
0045:0197,frost,textureless,0.18583092206790122,0.9997094869613647,0.9978757500648499,0.0,0.0,0.0,17.705148696899414
0045:0197,frost,textured,0.8141690779320988,0.9998525977134705,0.9981631636619568,0.0,0.0,0.0,17.255775451660156
0045:0197,snow,all,1.0,0.9996400475502014,0.9957728981971741,0.0,0.0,0.0,11.53807258605957
0045:0197,snow,valid,1.0,0.9996400475502014,0.9957728981971741,0.0,0.0,0.0,11.53807258605957
0045:0197,snow,sky,0.4473615933641975,0.9993631839752197,0.9957728981971741,0.0,0.0,0.0,10.841946601867676
0045:0197,snow,nonsky,0.5526384066358024,0.9998642206192017,0.9988752603530884,0.0,0.0,0.0,12.101581573486328
0045:0197,snow,textureless,0.01682098765432099,0.9985109567642212,0.9957728981971741,0.0,0.0,0.0,3.088325023651123
0045:0197,snow,textured,0.9831790123456791,0.9996592998504639,0.9963489770889282,0.0,0.0,0.0,11.682633399963379
0047:0001,clean,all,1.0,0.9998814463615417,0.9985097050666809,0.0,0.0,0.0,14.980432510375977
0047:0001,clean,valid,1.0,0.9998814463615417,0.9985097050666809,0.0,0.0,0.0,14.980432510375977
0047:0001,clean,nonsky,1.0,0.9998814463615417,0.9985097050666809,0.0,0.0,0.0,14.980432510375977
0047:0001,clean,textureless,2.9899691358024692e-05,0.999770998954773,0.9997096061706543,0.0,0.0,0.0,5.207850456237793
0047:0001,clean,textured,0.999970100308642,0.9998814463615417,0.9985097050666809,0.0,0.0,0.0,14.980720520019531
